State Name,District Name,Block Name,Panchayat Name,Village Name,Habitation Name,Quality Parameter,Year
BIHAR,BHAGALPUR,NATHNAGAR,RANU CHAK,MAKANPUR,BHUMIHAR TOLA,Arsenic,1/4/2011
TRIPURA,SOUTH TRIPURA,BAGAFA,SULTHUNG MANU,CHARANPAI PARA,KRISHNA NAGAR,Iron,1/4/2010
ASSAM,DIBRUGARH,LAHOWAL,HELOIDHARI,JAPI SAJIA GAON,HAJARI CHUK,Iron,1/4/2012
RAJASTHAN,BANSWARA,GHATOL,BHAGORO KA KHEDA,SADRI,SADRI,Fluoride,1/4/2012
TRIPURA,WEST TRIPURA,JIRANIA,MEGHLIPARA, MEGLI PARA, MEGLI PARA,Iron,1/4/2009
TRIPURA,SOUTH TRIPURA,MATABARI,SALGARA,DHAR PARA,TEPANIA MURA,Iron,1/4/2010
BIHAR,NAWADA,SIRDALA,BANDHI,KUSAHAN,MURTIYA,Fluoride,1/4/2009
RAJASTHAN,JAISALMER,SAM,DEVIKOT,LAKHMANA,NAINA RAM KI DHANI,Fluoride,1/4/2010
RAJASTHAN,BARMER,SINDHARY,SOBHALA JETMAL,SIYOLON KI DHANI,JATON KI DHANI,Salinity,1/4/2010
BIHAR,ARARIA,FORBESGANJ,HIRUA PACHHIARI,RAMPUR,TATWA TOLA,Iron,1/4/2010
CHATTISGARH,BASTAR,KESHKAL,HONHED,HONHED,KHALEPARA,Iron,1/4/2010
CHHATTISGARH,KANKER,KOILEBEDA,DEVPUR,RAM NAGAR,RAMNAGAR,Iron,1/4/2012
ASSAM,HAILAKANDI,SOUTH HAILAKANDI,KARICHERRA DARIAGHAT,DARIAGHAT GRANT,DAKHIN DHARIARGHAT,Iron,1/4/2009
RAJASTHAN,BARMER,SHEO,SUNDRA,BOI,BHIL BASTI,Salinity,1/4/2012
WEST BENGAL,BANKURA,RAIPUR,FULKUSHMA,DHAU,PAKADIHI,Iron,1/4/2009
RAJASTHAN,BHARATPUR,NAGAR,PALKA,BAYARI,BAYARI,Salinity,1/4/2011
RAJASTHAN,JODHPUR,OSIAN,KASTI,KASTI,BHADVO KD,Fluoride,1/4/2010
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PUB-BARPATHAR,PABHOJAN GAON,BAMUN CHUK,Iron,1/4/2009
ORISSA,KANDHAMAL,PHIRINGIA,PABINGIA,PANDUPADAR,DANGEMAHA,Iron,1/4/2010
RAJASTHAN,BARMER,BARMER,VISHALA AGORE,VISHALA AGORE,HUKMANIYON KI DHANI,Salinity,1/4/2011
MAHARASHTRA,JALNA,PARTUR,SURUMGAON,SURUMGAON,SURUMGAON,Fluoride,1/4/2009
BIHAR,BANKA,BANKA,KAKWARA,KAKWARA,BHOLA RAYDEEH,Fluoride,1/4/2009
RAJASTHAN,JODHPUR,SHERGARH,GUMANPURA,GUMANPURA,BHEERU SINGH KD,Salinity,1/4/2009
ORISSA,JAJAPUR,JAJPUR,KHAIRABAD,BADATRILOCHAN PUR,PANDA SAHI,Iron,1/4/2009
ORISSA,CUTTACK,NISCHINTAKOILI,FOGAL,JAGANNATH PUR,NAYAK SAHI,Iron,1/4/2011
BIHAR,ARARIA,KURSAKATTA,SIKTIA,SIKTIA,BANGALI TOLA,Iron,1/4/2009
ASSAM,JORHAT,JORHAT,PANICHUKUWA,AJAN BAMUN GAON,TILIKIAM,Iron,1/4/2009
BIHAR,SUPAUL,SUPAUL,AMHA,AMHA,SAPEGARHA Y. TOLA,Iron,1/4/2009
WEST BENGAL,DAKSHIN DINAJPUR,TAPAN,RAMPARA CHENCHRA,MANDAPARA,CHOWDHURI PARA,Fluoride,1/4/2010
BIHAR,BHAGALPUR,JAGDISHPUR,SAINO,SAINO,YADAV TOLA,Fluoride,1/4/2009
CHATTISGARH,KANKER,KANKER,TELAWAT,TELAWAT,TARIYAPARA,Iron,1/4/2010
CHATTISGARH,BASTAR,TOKAPAL,ARAKOT,ARRACOTE,GAGRUPARA,Iron,1/4/2009
BIHAR,JAMUI,JHAJHA,MAHAPUR,BUDHNER,WEST TOLA,Fluoride,1/4/2011
TAMIL NADU,NAGAPATTINAM,SIRKALI,THILALVIDAGAM,THILLAIVIDAGAN,THILLAIVIDANKAN,Iron,1/4/2009
WEST BENGAL,BIRBHUM,SAINTHIA,AHMADPUR,NOHANA,NOHANA,Iron,1/4/2010
BIHAR,SAHARSA,MAHISHI,TELHAR,TELHAR,NORTH TELAHAR,Iron,1/4/2009
RAJASTHAN,NAGAUR,MUNDWA,KHINWSAR,KHEENVSAR,BRAHMAN KI DHANI,Salinity,1/4/2009
KARNATAKA,BANGLORE URBAN,BANGALORE SOUTH,CHUNCHANAGUPPE,CHUNCHANAGUPPE,CHUNCHANAGUPPE,Iron,1/4/2010
UTTAR PRADESH,BALLIA,REVATI,HADIHA KALA,HADIHA KALA,HARIJAN BASTI,Arsenic,1/4/2009
KARNATAKA,BANGLORE URBAN,BANGALORE SOUTH,KONAPPANA AGRAHARA,KONAPPANA AGRAHARA,KONAPPANA AGRAHARA,Iron,1/4/2009
TRIPURA,WEST TRIPURA,JAMPAIJALA,SHANKUMABARI,GOBINDA THAKUR PARA,BELMOHAN PARA,Iron,1/4/2011
UTTAR PRADESH,UNNAO,AURAAS,GAHRAWA,SAHDOI,SAHDOI,Fluoride,1/4/2009
RAJASTHAN,JODHPUR,OSIAN,UMAID NAGAR,UMMEDNAGAR,KANWAR WALE GODARO KD,Fluoride,1/4/2010
RAJASTHAN,JODHPUR,OSIAN,BARAN KHURD,BARAN KHURD,DEDARO SIYAGO KD,Salinity,1/4/2010
WEST BENGAL,MURSHIDABAD,SAMSERGANJ,PROTAPGANJ,SIKDAPUR,SIKDERPUR,Arsenic,1/4/2010
MADHYA PRADESH,CHHINDWARA,PARASIYA,SATNUR,GAY GOHAN,SEMAR DHANA,Fluoride,1/4/2010
CHATTISGARH,BASTAR,JAGDALPUR,BALIKONTA,KONDAWAL,AVASPARA,Iron,1/4/2011
RAJASTHAN,BARMER,CHOHTAN,RAMJAN KI GAFAN,KUMHARON KA TEEBA,GURUO KA PADA (BHILO KI DHANI),Salinity,1/4/2010
ORISSA,CUTTACK,MAHANGA,MULABASANTA,MULUBASANTA,MULABASANTA,Iron,1/4/2010
BIHAR,SUPAUL,NIRMALI,KUNAOLEE,KUNALI,HALWAI TOLA,Iron,1/4/2009
BIHAR,KHAGARIA,ALAULI,MEGHAUNA,MEGHAUNA,AURA,Iron,1/4/2009
BIHAR,SAHARSA,SAUR BAZAR,RAM PUR,KABELA CHAK,HARIJAN TOLA,Iron,1/4/2012
RAJASTHAN,CHURU,RATANGARH,MENASAR,MENASAR,OKAR SINGH KI DHANI,Salinity,1/4/2011
RAJASTHAN,NAGAUR,DIDWANA,CHOLOOKHAN,KAYASTHA BASNI,KAYASTHA BASNI,Fluoride,1/4/2009
BIHAR,BANKA,RAJAUN,DARPA MAJHGAI,AULIA CHAK,ALUA CHAK,Iron,1/4/2010
RAJASTHAN,JODHPUR,LUNI,KAKELAO,KAKELAO,BASNA CHARNA DOLARAM GODAR KD,Salinity,1/4/2011
ORISSA,PURI,KANAS,DEIPUR,GADAKHARADA NO.1,MUGUPODAN NUA SAHI,Iron,1/4/2011
RAJASTHAN,JALOR,BHINMAL,KAWATRA,KAWTARA,KHRNA NADI,Fluoride,1/4/2012
BIHAR,SUPAUL,BASANTPUR,BHAGWANPUR,DUBIAHI,DUBIYAHI,Iron,1/4/2011
CHATTISGARH,JANJGIR-CHAMPA,MALKHARAUDA,NAWAPARA,NAWAPARA**,INDIRA AWAS,Iron,1/4/2010
RAJASTHAN,JAISALMER,SANKRA,KELAWA,KELAWA,KALYAN RAM KI DHANI,Fluoride,1/4/2010
BIHAR,BEGUSARAI,BARAUNI,MALHIPUR (SOUTH),MALHIPUR,BIN TOLA,Arsenic,1/4/2012
MEGHALAYA,WEST GARO HILLS,TIKRIKILLA,BAGHPARA,BAGHPARA,BAGHPARA,Iron,1/4/2009
MADHYA PRADESH,SEONI,SEONI,JHIL PIPARIYA,KANJAI,KANJAI (KUPPITOLA),Fluoride,1/4/2012
UTTAR PRADESH,GORAKHPUR,JANGAL KAUDIA,BAN,BAN,JALAR TOLA,Arsenic,1/4/2009
BIHAR,SAHARSA,KAHARA,BALHA PATTI,GARIHA PATTI,YADAV TOLA,Iron,1/4/2011
KARNATAKA,KOLAR,BANGARAPET,VENGASANDRA,KODIGENAHALLI,DASENAHALLI,Nitrate,1/4/2011
UTTAR PRADESH,BAHRAICH,JARWAL,ALI NAGAR,ALI NAGAR,LONIAN PURWA,Iron,1/4/2010
BIHAR,BANKA,BAUSI,SARUWA,SUKHIABARAIT,SHOBHA PATHAR,Fluoride,1/4/2009
RAJASTHAN,JAIPUR,BASSI,KHIJURIYA BRAHMNAN,ROOPPURA,DHANI TALAI WALI,Fluoride,1/4/2009
BIHAR,PURNIA,KRITYANAND NAGAR,SAT KODARIA,PANDU BHAG,SAUTH TOLA,Iron,1/4/2009
KARNATAKA,DAKSHIN KANNAD,PUTTUR,BAJATHURU,BAJATHUR,BAJATHUR,Iron,1/4/2010
RAJASTHAN,JALOR,AHORE,KANWLA,KAWLA,KANWALA,Salinity,1/4/2012
TRIPURA,WEST TRIPURA,JIRANIA,PURBA BARJALA,NOABADI WEST,SOVA SUNDAR COLONEY,Iron,1/4/2009
BIHAR,SUPAUL,BASANTPUR,PARMANANDPUR,JHIRWA,MEHTA TOLA-2,Iron,1/4/2009
ASSAM,BAKSHA,GORESWAR,MAHARIPARA,BAKULGURI,BHALUK BASTI,Iron,1/4/2010
JAMMU AND KASHMIR,JAMMU,BHALWAL,BURN,KANGRAL ,KANGRAL,Salinity,1/4/2011
CHATTISGARH,SURGUJA,UDAIYPUR,MAREYA,MATRINGA,KHASPARA,Iron,1/4/2011
BIHAR,MADHEPURA,MADHEPURA,MATHAHI,PITHAHI,NAYANAGAR MUSAH,Iron,1/4/2011
ASSAM,KOKRAJHAR,GOSSAIGAON,BHUMKA,TAJPUR,TAJPUR EAST,Iron,1/4/2012
ASSAM,DARRANG,PACHIM-MANGALDAI,JANARAMCHOUKA,PAKABANGIPARA,JAPAHU CHOWKA,Arsenic,1/4/2012
ASSAM,TINSUKIA,SADIYA,HOLLOW GAON,UPPAR NASAI,UPPAR NASAI NEPALI,Iron,1/4/2009
MADHYA PRADESH,CHHINDWARA,TAMIYA,CHAKHLA,GOIKHEDA,GOTI KHEDA,Iron,1/4/2012
RAJASTHAN,BARMER,SHEO,RAJBERA,DHIRJI KI DHANI,KANONI GODARA KI DHANI,Salinity,1/4/2012
ASSAM,NAGAON,DHAL PUKHURI,BHLUKMARI,PAM GAON,PAMGAON,Iron,1/4/2011
KARNATAKA,CHITRADURGA,HOSADURGA ,MATHODU ,SIDDAGONDANAHALLY,SIDDAGONDANAHALLY,Fluoride,1/4/2012
ASSAM,NAGAON,BINNAKANDI,JAMUNA,RAWARPAR (RAWORPAR),PIRKUNA,Fluoride,1/4/2011
KERALA,PALAKKAD,MANNARKKAD,KUMARAMPUTHUR,KUMARAMPUTHUR,VATTAMBALAM,Iron,1/4/2011
ASSAM,GOLAGHAT,GOLAGHAT EAST,JAMUGURI,KOCHARISUK,KACHARI CHUK,Iron,1/4/2009
ASSAM,SIBSAGAR,NAZIRA,NAZIRA,NIRMOLIA WARD NO9,KOIRIPATTY,Iron,1/4/2010
ASSAM,TINSUKIA,GUIJAN,BORGURI,GELAPUKHURI GAON,GELLAPUKHURI GAON,Iron,1/4/2011
RAJASTHAN,BARMER,BAITU,MOODHON KI DHANI,PUROHITON KI BASTI,DHIRONIYON KD,Salinity,1/4/2009
BIHAR,PATNA,BAKHTIARPUR,KALA DIARA,GAYASPUR  MAHAZI,HARIJAN TOLA,Arsenic,1/4/2010
RAJASTHAN,SIKAR,FATEHPUR,DEWAS,DEWAS,DEWAS,Fluoride,1/4/2009
MADHYA PRADESH,JHABUA,JHABUA,SAJWANICHHOTI,SAJWANICHHOTI,PIPLI/RATHOR,Fluoride,1/4/2009
ORISSA,ANUGUL,BANRAPAL,TULASIPALA,RAJIBPUR,RAJIBPUR,Iron,1/4/2009
ORISSA,BARGARH,BARAPALI,KAINSIR,BARANGPALI,BARANGPALI,Iron,1/4/2012
CHATTISGARH,DHAMTARI,NAGARI,FARSIA,FARSIYAN,SCHOOLPARA,Iron,1/4/2009
JHARKHAND,PASCHIM SINGHBHUM,JAGANNATHPUR,YOGINANDA,JHIRPAI,MUNDA SAI,Iron,1/4/2009
BIHAR,SUPAUL,TRIBENIGANJ,KUSHAHA,KUSAHA,MUSLMAN TOLA,Iron,1/4/2009
ASSAM,MARIGAON,MAYANG,ACHIGARH,ASHIGHOR,SULLAGHAR,Iron,1/4/2009
KARNATAKA,CHIK BALLAPUR,BAGEPALLI,KOTHAKOTE,KOTHAKOTE,NIMMAKUNTE,Fluoride,1/4/2009
KARNATAKA,BELGAUM,SAUNDATTI,INCHAL,MUTAWAD,MUTAWAD,Salinity,1/4/2012
RAJASTHAN,BARMER,SINDHARY,SARA,SARA,KHOTO KI DHANI,Salinity,1/4/2010
RAJASTHAN,BARAN,ANTA,RAITHAL,RAITHAL,RAITHAL,Salinity,1/4/2009
CHHATTISGARH,BILASPUR,BELHA,GHOGHARA,CHORHAMAINA,CHORHAMAINA,Iron,1/4/2012
ORISSA,MAYURBHANJ,KAPTIPADA,RAM CHANDRA PUR,DOLIPADA,SHYAM SAHI,Iron,1/4/2011
CHATTISGARH,BILASPUR,PATHARIYA,BARDULLI,BARDULI,BARDULI,Iron,1/4/2010
BIHAR,BEGUSARAI,BEGUSARAI,BISHANPUR,MOHAMMADPUR,DHOBI TOLA,Iron,1/4/2011
RAJASTHAN,KARAULI,HINDAUN,KHERLI GOOJAR,KHERLI GOOJAR,HARI SINGH PATWARI KA PURA,Fluoride,1/4/2012
BIHAR,PURNIA,DAGARUA,MATHOR,MAHAMDIA,MOTI HART,Iron,1/4/2009
RAJASTHAN,JAISALMER,SAM,MIYAZLAR,MYAJLAR,KISHAN PANA SINGH KD,Salinity,1/4/2011
ORISSA,ANUGUL,TALCHER,KANKILI,KANKIL,KANKILI,Iron,1/4/2010
MAHARASHTRA,THANE,MOKHADA,MOKHADA,MOKHADA,VARGAL PADA,Iron,1/4/2011
TRIPURA,WEST TRIPURA,KHOWAI,SIPAIHOUR,TETUL TILLA,MADHYA SEPAIHOUR,Iron,1/4/2009
RAJASTHAN,BARMER,SINDHARY,SINDHARI,GADESARA,KANJI KI PAYU,Salinity,1/4/2010
RAJASTHAN,JAISALMER,SANKRA,BALLAR,ROOPSAR,SOONORIYON KI DHANI,Salinity,1/4/2012
RAJASTHAN,BARMER,DHORIMANA,BORCHARNAN,PANAL KI BERI,NAIYO KI DHANI,Salinity,1/4/2011
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,RATANPUR,TAMULI NO.-II,CHETIA CHUK,Iron,1/4/2011
BIHAR,JAMUI,JHAJHA,CHAI,TUMBA PAHAR,TUMBA PAHAR,Fluoride,1/4/2009
CHATTISGARH,KORBA,PODI UPARODA,ADSARA,RANIATARI,KHADANPARA,Iron,1/4/2010
UTTAR PRADESH,MATHURA,RAYA,SHIVLI,BIL ALIABAD,BIL ALIABAD,Salinity,1/4/2010
ORISSA,KORAPUT,JEYPORE,JAMUNDA,CHIKIMA,MAJURAGUDA,Iron,1/4/2011
WEST BENGAL,NADIA,CHAKDAH,HINGNARA,LAKHMIPUR,LAKSHMIPUR,Arsenic,1/4/2009
CHHATTISGARH,DANTEWADA,GEEDAM,HANDAWADA,HANDAWADA,SCHOOL/ASHRAM,Iron,1/4/2012
MAHARASHTRA,PARBHANI,GANGAKHED,SANGLEWADI,SANGLEWADI,SANGLEWADI,Iron,1/4/2009
RAJASTHAN,BARMER,BARMER,CHADAR MADRUP,SERE KA TALA,DEMA RAM KI DHANI,Salinity,1/4/2009
KARNATAKA,RAICHUR,MANVI,POTHNAL,POTHNAL,POTHNAL,Salinity,1/4/2009
ASSAM,JORHAT,JORHAT CENTRAL,PUB-HULUNGAPARA,NOMOTIA GUHAIN GAON,SORUFOIDIA  BAILUNG  CHUCK,Iron,1/4/2009
RAJASTHAN,BARMER,SHEO,MOKHAB KALLAN,BATARA JHAK,MEGHWALO KI DHANI,Salinity,1/4/2011
ASSAM,KAMRUP,SULKUCHI,DADARA,SARMAJULI GAON,PAKARKONA,Iron,1/4/2010
RAJASTHAN,BHARATPUR,KUMHER,AVHORRA,SUNARI,SUNARI,Salinity,1/4/2011
KERALA,THRISSUR,MULLASSERY,MULLASSERY,ANNAKARA,PERUVALLOOR,Iron,1/4/2011
BIHAR,JAMUI,JHAJHA,JAMU KHARAIYA,DHIBA,HARIZAN TOLA,Fluoride,1/4/2011
WEST BENGAL,PURBA MEDINIPUR,PANSKURA - I,GOBINDANAGAR,MANOHARGANJ,MANAHAR GANJ,Iron,1/4/2009
MAHARASHTRA,THANE,VASAI,ARNALA,ARNALA,ARNALA,Iron,1/4/2009
BIHAR,PURNIA,DAGARUA,MAKELI,GEHUNIA,KACHORA,Iron,1/4/2010
ASSAM,SIBSAGAR,SAPEKHATI,BORGURI,BORAH GAON,LAHONIPATHAR CHUK,Iron,1/4/2009
ORISSA,SAMBALPUR,DHANKAUDA,A.SASAN,RANI-KHINDA,RANIKHINDA,Iron,1/4/2009
RAJASTHAN,DUNGARPUR,SAGWARA,BHEELOORA,BHEELOORA,BAMANIYA FALA,Fluoride,1/4/2011
BIHAR,PURNIA,SRINAGAR,CHANKA CHAUKA,CHANKA CHAUKA,BELDARI,Iron,1/4/2011
WEST BENGAL,SOUTH 24 PARAGANAS,MAGRAHAT-I,RANGILABAD,DAKSHIN GOPINATHPUR,MONDAL PARA,Salinity,1/4/2012
TRIPURA,WEST TRIPURA,HEZAMARA,PURBA SIMNA,DARAGAMURA,OLD DAIGA PARA,Iron,1/4/2010
ASSAM,DHEMAJI,MURKONSELEK,BAHIR  JONAI,RAVA SONOWAL,NO.1.RAVA SONOWAL,Iron,1/4/2011
TRIPURA,WEST TRIPURA,MANDAI,KHENGRAI,GOURHARI PARA,RAMBABU PARA,Iron,1/4/2010
BIHAR,SAHARSA,SATAR KATAIYA,SATTAR,SATTAR,CHAMAR TOLA,Iron,1/4/2010
KARNATAKA,TUMKUR,PAVAGADA,B.K. HALLY,KYATHAGANAKERE,KYATHAGANAKERE,Fluoride,1/4/2011
KARNATAKA,CHIK BALLAPUR,BAGEPALLI,DEVARAGUDIPALLI,SADLAVARAPALLI,KAMMARAVARIPALLI,Fluoride,1/4/2009
TAMIL NADU,NAGAPATTINAM,KOLLIDAM,UMAYALPATHI,UMAYALPATHY,VINAYAKARA KUDI H STREET,Iron,1/4/2010
ASSAM,SONITPUR,CHAIDUAR,AMTOLA,GHAHI GAON,BAHBARI GOPCHAR,Iron,1/4/2012
ASSAM,BAKSHA,JALAH,KOKLABARI,BANIAKUCHI,BAGHAJAN SUBA,Iron,1/4/2009
WEST BENGAL,SOUTH 24 PARGANAS,PATHARPRATIMA,HERAMBAGOPALPUR,DAKSHIN KASHINAGAR,DAKSHINPARA,Salinity,1/4/2010
BIHAR,MADHEPURA,ALAMNAGAR,GANGAPUR,GANGAPUR,BHARSO TOLA,Iron,1/4/2010
CHATTISGARH,KORBA,KATGHORA,KHODRI,KHODRI,KHAIRKAPARA,Iron,1/4/2010
RAJASTHAN,NAGAUR,NAGAUR,BHER,BHER,KUMAR HARIZEN  KI DHANI,Fluoride,1/4/2012
ORISSA,PURI,GOP,BANJA SAHI,BEREDA,BEHERADA,Iron,1/4/2010
ORISSA,PURI,NIMAPARA,BALANGA,KALIAPADA,MOHAPATRASAHI,Iron,1/4/2011
WEST BENGAL,SOUTH 24 PARAGANAS,MAGRAHAT-I,RANGILABAD,KAMALPUR,KAMALPUR,Salinity,1/4/2011
BIHAR,ARARIA,PALASI,SOHAN DAR,KHUTTI,KHUTTI,Iron,1/4/2012
ASSAM,TINSUKIA,GUIJAN,PANITOLA,PANITOLA T.E.26NLR,PANITOLA T.E. 26NLR,Iron,1/4/2010
RAJASTHAN,JODHPUR,BAP,JOD,BHOJOH KI BAP CHAK NO1-2,RAJPUTO KD,Salinity,1/4/2010
GUJARAT,VADODARA,NASWADI,KANDVA,KOYARI,KOYARI,Fluoride,1/4/2009
TRIPURA,WEST TRIPURA,JAMPAIJALA,RATANPUR,BISWARAI SARDAR PARA,BISWANDRA PARA,Iron,1/4/2009
RAJASTHAN,BARMER,SINDHARY,KURLA,LANI KANTHA,KUMBHARO KI DHANI,Salinity,1/4/2011
KARNATAKA,BELGAUM,BAILHONGAL,AVARADI,BASAPUR,BASAPUR K.A,Iron,1/4/2009
BIHAR,KATIHAR,BARSOI,KARANPUR,BIRJOY,BIRJOY,Iron,1/4/2009
ASSAM,TINSUKIA,KAKAPATHAR,KAKAJAN,KAKAJAN NO 1,KAKAJAN NO 1,Iron,1/4/2010
ASSAM,DARRANG,DOLGAON-SIALMARI,SHYAMPUR,NC  BARALIMARI,PACHIM CHUBA,Iron,1/4/2012
RAJASTHAN,JODHPUR,PHALODI,DHELANA,DHELANA,AGANA RAJPUTO KD,Salinity,1/4/2010
ASSAM,DIBRUGARH,BARBARUA,JOKAI,HARAKPATHAR GAON,NAMONI CHUCK,Iron,1/4/2010
ASSAM,KAMRUP,DIMORIA,KAMARKUCHI,TAMULI KUCHI N.C.,TAMULIKUCHI NC,Iron,1/4/2012
ORISSA,KENDUJHAR,PATNA,TURUMUNGA,JHARABEDA,JHARBEDA,Iron,1/4/2011
ORISSA,MAYURBHANJ,SUKRULI,SUKRULI,SUKRULI,SUKRULI,Iron,1/4/2011
MAHARASHTRA,RATNAGIRI,MANDANGAD,VINHE,VINHE,MADHLIWADI,Iron,1/4/2010
CHATTISGARH,BASTAR,KONDAGAON,KANGA,KANGA,SARAPANCH PARA,Iron,1/4/2011
BIHAR,MUNGER,JAMALPUR,BANK,BANK,BHAGWATISTHAN,Iron,1/4/2011
ORISSA,ANUGUL,KISHORE NAGAR,URUKULA,GADEIMUNDA,SUDA SAHI,Fluoride,1/4/2011
RAJASTHAN,BHARATPUR,DEEG,KHOH,NAGLA KHOH,JIWASWAS,Salinity,1/4/2012
TRIPURA,NORTH TRIPURA,DASDA,DAKSHIN TUICHAMA,SATIRAM PARA,BIRAMANI PARA,Iron,1/4/2011
ASSAM,SIBSAGAR,SIBSAGAR,BETBARI,KATANI PAR GAON,MUSLIM CHUCK,Iron,1/4/2011
ASSAM,MARIGAON,LAHARIGHAT,DHOPGURI,CHATIAN TOLI,DAKHIN SUBA,Iron,1/4/2012
KARNATAKA,RAICHUR,DEODURGA,J. JADALDINNI,J.JADALADINNI,J.JADALADINNI,Fluoride,1/4/2010
ORISSA,PURI,NIMAPARA,CHANARPADA,RATILO,NAGABASTA SCHOOL SAHI,Iron,1/4/2010
RAJASTHAN,JHUNJHUNUN,CHIRAWA,LAMBA,NALWA,KASAYON KI DHANI,Salinity,1/4/2010
RAJASTHAN,PALI,SOJAT,KARMAWAS PATTA,DORNARI,PUROHITO KI DHANI,Fluoride,1/4/2010
ORISSA,KORAPUT,SEMILIGUDA,KHUDI,KUDI,BONDAGUDA,Iron,1/4/2011
RAJASTHAN,JODHPUR,SHERGARH,CHANDSAMA,CHAND SAMA,KUMARO KD,Salinity,1/4/2010
ASSAM,SONITPUR,CHAIDUAR,BALIJAN,HANTAPARA,HANTAPARA,Iron,1/4/2011
ASSAM,GOLAGHAT,GOLAGHAT NORTH,MADHYA BRAHMAPUTRA,UTTAR DOLI JALIA GAON,UTTAR DALJALIA  CHUK,Iron,1/4/2011
RAJASTHAN,JODHPUR,BALESAR,KUI INDA,KUI JODHA,BABO  KD,Salinity,1/4/2010
RAJASTHAN,NAGAUR,PARBATSAR,KHOKHAR,CHARNAWAS,NIMDI KI DHANI,Salinity,1/4/2012
ORISSA,KHORDHA,BOLGARH,PATAPURASASANA,KHARADAPALLI,HARIJAN SAHI,Iron,1/4/2010
WEST BENGAL,BIRBHUM,NALHATI-I,HARIDASPUR,BHAGABATIPUR,BAJPARA,Iron,1/4/2011
TRIPURA,WEST TRIPURA,JAMPAIJALA,SHANKUMABARI,GOBINDA THAKUR PARA,LAXMI KANTA PARA,Iron,1/4/2009
RAJASTHAN,JODHPUR,BAP,CHAKHU,HANUMAN SAGAR,JAKHARA KD,Salinity,1/4/2009
RAJASTHAN,JAISALMER,SAM,DEVIKOT,CHHOR,PEERU KI DHANI,Fluoride,1/4/2009
ASSAM,NAGAON,KATHIATOLI,GERJAIPAM,BIRINGAATI (BRINGATI),DEKA CHUCK,Iron,1/4/2009
WEST BENGAL,BARDHAMAN,MEMARI-1,GOPE GANTAR-II,HARIRAMBATI,HARIRAMBATI,Iron,1/4/2011
ASSAM,TINSUKIA,HAPJAN,BAREKURI,BETJAN BONGALI GAON,BETJAN BONGALI GAON,Iron,1/4/2009
BIHAR,BANKA,AMARPUR,BHARKO,RAMPUR,RAMPUR,Iron,1/4/2011
RAJASTHAN,BHILWARA,ASIND,RATANPURA,KHEDELA,KHEDLA,Fluoride,1/4/2009
CHATTISGARH,BASTAR,BASTANAR,BURGUM,SANGWEL,JANGALPARA,Iron,1/4/2010
RAJASTHAN,BARMER,BAITU,KASHUMBLA BHATIYAN,JORNIYO KI DHANI,JATO KI DHANI,Salinity,1/4/2010
RAJASTHAN,BARMER,BALOTRA,DHANI SHNKHALA,SOORPURA,SURPURA,Salinity,1/4/2010
ASSAM,SIBSAGAR,NAZIRA,NAZIRA,NIRMOLIA WARD NO 1O,NAHORONI,Iron,1/4/2011
RAJASTHAN,JODHPUR,SHERGARH,SIYANADA,SIYANDA,NAIYON KD AKHTIYA NADA,Salinity,1/4/2009
ASSAM,CHIRANG,BOROBAZAR,BAGARGAON,3781 BETBARI NO.1,DAKHIN PARA,Iron,1/4/2010
KARNATAKA,GADAG ,NARAGUND,KONNUR,KONNUR,KONNUR,Fluoride,1/4/2009
BIHAR,SUPAUL,CHHATAPUR,MAHADDIPUR,MAHADDIPUR,BHAGAT TOLA,Iron,1/4/2010
WEST BENGAL,SOUTH 24 PARGANAS,GOSABA,KUMIRMARI,KUMIRMARI,KUMEERMARY,Salinity,1/4/2010
RAJASTHAN,BARMER,BALOTRA,BANIYAWAS,MEGHAWAS,MEGAWAS,Salinity,1/4/2009
ORISSA,BARGARH,JHARBANDHA,KANDA DANGAR,SARGUL,UPPER PADA,Iron,1/4/2009
ASSAM,SONITPUR,SAKOMATHA,BAMUNIPATHAR,BOLODONGA,BOLODONGA,Iron,1/4/2011
RAJASTHAN,NAGAUR,MAKRANA,RAMSIYA,RAMSIYA,RAMSIYA,Salinity,1/4/2010
ASSAM,CHIRANG,MANIKPUR,ALUKHUNDA,3780 BOW PARA,SARAGAON,Iron,1/4/2010
ASSAM,DIBRUGARH,BARBARUA,KUTUHA,BHOGAMUR GAON NO.1,HAZARIKA CHUCK,Iron,1/4/2011
ORISSA,KENDUJHAR,JODA,BALAGODA,BALAGODA,MOHANTA SAHI,Iron,1/4/2009
BIHAR,SAHARSA,SAUR BAZAR,KANP,KANP,KANP,Iron,1/4/2009
TRIPURA,NORTH TRIPURA,DAMCHERRA,KACHARICHERRA,KACHARI CHERRA,JALIDHAN PARA,Iron,1/4/2012
RAJASTHAN,JAISALMER,SANKRA,BARAT KA GAON,MERWA,BABO KI DHANI,Salinity,1/4/2009
KARNATAKA,TUMKUR,SIRA,SEEBI AGRAHARA,YALADABAGI,YALADABAGI,Iron,1/4/2010
RAJASTHAN,UDAIPUR,MAVLI,GADOLI,GADOLI,TALAI,Nitrate,1/4/2009
RAJASTHAN,JODHPUR,BHOPALGARH,RATKURIA,RATKURIYA,KABIR ASHRAM BHOLARAM KD,Salinity,1/4/2011
